=== PAGE 1 ===
# Sheet: Front page
UK Government GHG Conversion Factors for Company Reporting
Front page
 | Next publication date: | June 2027 | Factor set: | Flat file
 | Version: | 1.2 | Year: | 2026
 | UK Government GHG Conversion Factors for Company Reporting
 | Flat File Data Format
 | Status: | Final
 | Version: | 1.2
 | Updated: | 2026-07-10 00:00:00 | An error was identified whereby some factors for which no data were available were reported as 0 rather than left blank. This affected well-to-tank emissions factors for certain hybrid, CNG and LPG cars, and hotel stay factors for certain countries. These values have been corrected in this version.
 | Year: | 2026
 | Description: | 2026 update
 | Next publication date: | 2027-06-01 00:00:00
 | For technical queries, please contact Greenhouse Gas Statistics at GreenhouseGas.Statistics@energysecurity.gov.uk
 | NOTE: The scope of the factors is defined to be relevant to emissions reporting, although the factors may also be used for other purposes.  Regardless of this, their usage is at the users’ own risk.
=== PAGE 2 ===
# Sheet: Factors by Category
UK Government GHG Conversion Factors for Company Reporting
Factors by Category
Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].
 |  | Category
ID | Scope | Level 1 | Level 2 | Level 3 | Level 4 | Column Text | UOM | GHG/Unit | GHG Conversion Factor 2026
5_305_3117_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | miles | kg CO2e | 1.4925
5_305_3117_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | miles | kg CO2e of CO2 per unit | 1.47509
5_305_3117_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.00037
5_305_3117_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.01704
5_305_3118_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | miles | kg CO2e | 1.81631
5_305_3118_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | miles | kg CO2e of CO2 per unit | 1.7989
5_305_3118_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | miles | kg CO2e of CH4 per unit | 0.00037
5_305_3118_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 50% Laden | miles | kg CO2e of N2O per unit | 0.01704
5_305_3119_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | miles | kg CO2e | 2.14011
5_305_3119_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | miles | kg CO2e of CO2 per unit | 2.1227
5_305_3119_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | miles | kg CO2e of CH4 per unit | 0.00037
5_305_3119_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | 100% Laden | miles | kg CO2e of N2O per unit | 0.01704
5_305_3120_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | miles | kg CO2e | 1.91227
5_305_3120_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | miles | kg CO2e of CO2 per unit | 1.89486
5_305_3120_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | miles | kg CO2e of CH4 per unit | 0.00037
5_305_3120_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Rigid (>17 tonnes) |  | Average laden | miles | kg CO2e of N2O per unit | 0.01704
5_305_3121_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 0% Laden | km | kg CO2e | 0.81776
5_305_3121_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.80869
5_305_3121_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00019
5_305_3121_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 0% Laden | km | kg CO2e of N2O per unit | 0.00888
5_305_3122_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 50% Laden | km | kg CO2e | 0.97372
5_305_3122_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 50% Laden | km | kg CO2e of CO2 per unit | 0.96465
5_305_3122_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00019
5_305_3122_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 50% Laden | km | kg CO2e of N2O per unit | 0.00888
5_305_3123_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 100% Laden | km | kg CO2e | 1.12967
5_305_3123_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 100% Laden | km | kg CO2e of CO2 per unit | 1.1206
5_305_3123_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00019
5_305_3123_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 100% Laden | km | kg CO2e of N2O per unit | 0.00888
5_305_3124_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | Average laden | km | kg CO2e | 1.00762
5_305_3124_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | Average laden | km | kg CO2e of CO2 per unit | 0.99855
5_305_3124_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | Average laden | km | kg CO2e of CH4 per unit | 0.00019
5_305_3124_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | Average laden | km | kg CO2e of N2O per unit | 0.00888
5_305_3121_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 0% Laden | miles | kg CO2e | 1.31604
5_305_3121_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 0% Laden | miles | kg CO2e of CO2 per unit | 1.30145
5_305_3121_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.0003
5_305_3121_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.01429
5_305_3122_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 50% Laden | miles | kg CO2e | 1.56704
5_305_3122_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 50% Laden | miles | kg CO2e of CO2 per unit | 1.55245
5_305_3122_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 50% Laden | miles | kg CO2e of CH4 per unit | 0.0003
5_305_3122_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 50% Laden | miles | kg CO2e of N2O per unit | 0.01429
5_305_3123_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 100% Laden | miles | kg CO2e | 1.81803
5_305_3123_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 100% Laden | miles | kg CO2e of CO2 per unit | 1.80344
5_305_3123_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 100% Laden | miles | kg CO2e of CH4 per unit | 0.0003
5_305_3123_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | 100% Laden | miles | kg CO2e of N2O per unit | 0.01429
5_305_3124_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | Average laden | miles | kg CO2e | 1.6216
5_305_3124_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | Average laden | miles | kg CO2e of CO2 per unit | 1.60701
5_305_3124_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | Average laden | miles | kg CO2e of CH4 per unit | 0.0003
5_305_3124_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated rigids |  | Average laden | miles | kg CO2e of N2O per unit | 0.01429
5_305_3125_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | km | kg CO2e | 0.73545
5_305_3125_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.72324
5_305_3125_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00012
5_305_3125_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | km | kg CO2e of N2O per unit | 0.01209
5_305_3126_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | km | kg CO2e | 0.91626
5_305_3126_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | km | kg CO2e of CO2 per unit | 0.90405
5_305_3126_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00012
5_305_3126_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | km | kg CO2e of N2O per unit | 0.01209
5_305_3127_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | km | kg CO2e | 1.09707
5_305_3127_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | km | kg CO2e of CO2 per unit | 1.08486
5_305_3127_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00012
5_305_3127_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | km | kg CO2e of N2O per unit | 0.01209
5_305_3128_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | km | kg CO2e | 0.91265
5_305_3128_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | km | kg CO2e of CO2 per unit | 0.90044
5_305_3128_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | km | kg CO2e of CH4 per unit | 0.00012
5_305_3128_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | km | kg CO2e of N2O per unit | 0.01209
5_305_3125_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | miles | kg CO2e | 1.18357
5_305_3125_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | miles | kg CO2e of CO2 per unit | 1.16394
5_305_3125_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.00019
5_305_3125_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.01944
5_305_3126_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | miles | kg CO2e | 1.47456
5_305_3126_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | miles | kg CO2e of CO2 per unit | 1.45493
5_305_3126_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | miles | kg CO2e of CH4 per unit | 0.00019
5_305_3126_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 50% Laden | miles | kg CO2e of N2O per unit | 0.01944
5_305_3127_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | miles | kg CO2e | 1.76555
5_305_3127_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | miles | kg CO2e of CO2 per unit | 1.74592
5_305_3127_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | miles | kg CO2e of CH4 per unit | 0.00019
5_305_3127_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | 100% Laden | miles | kg CO2e of N2O per unit | 0.01944
5_305_3128_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | miles | kg CO2e | 1.46874
5_305_3128_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | miles | kg CO2e of CO2 per unit | 1.44911
5_305_3128_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | miles | kg CO2e of CH4 per unit | 0.00019
5_305_3128_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>3.5 - 33t) |  | Average laden | miles | kg CO2e of N2O per unit | 0.01944
5_305_3129_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 0% Laden | km | kg CO2e | 0.75551
5_305_3129_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.74099
5_305_3129_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_305_3129_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 0% Laden | km | kg CO2e of N2O per unit | 0.01438
5_305_3130_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 50% Laden | km | kg CO2e | 1.0025
5_305_3130_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 50% Laden | km | kg CO2e of CO2 per unit | 0.98798
5_305_3130_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_305_3130_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 50% Laden | km | kg CO2e of N2O per unit | 0.01438
5_305_3131_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 100% Laden | km | kg CO2e | 1.2495
5_305_3131_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 100% Laden | km | kg CO2e of CO2 per unit | 1.23498
5_305_3131_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_305_3131_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 100% Laden | km | kg CO2e of N2O per unit | 0.01438
5_305_3132_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | Average laden | km | kg CO2e | 1.08648
5_305_3132_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | Average laden | km | kg CO2e of CO2 per unit | 1.07196
5_305_3132_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | Average laden | km | kg CO2e of CH4 per unit | 0.00015
5_305_3132_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | Average laden | km | kg CO2e of N2O per unit | 0.01438
5_305_3129_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 0% Laden | miles | kg CO2e | 1.21587
5_305_3129_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 0% Laden | miles | kg CO2e of CO2 per unit | 1.19251
5_305_3129_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3129_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.02314
5_305_3130_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 50% Laden | miles | kg CO2e | 1.61337
5_305_3130_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 50% Laden | miles | kg CO2e of CO2 per unit | 1.59001
5_305_3130_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 50% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3130_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 50% Laden | miles | kg CO2e of N2O per unit | 0.02314
5_305_3131_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 100% Laden | miles | kg CO2e | 2.01087
5_305_3131_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 100% Laden | miles | kg CO2e of CO2 per unit | 1.98751
5_305_3131_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 100% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3131_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | 100% Laden | miles | kg CO2e of N2O per unit | 0.02314
5_305_3132_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | Average laden | miles | kg CO2e | 1.74852
5_305_3132_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | Average laden | miles | kg CO2e of CO2 per unit | 1.72516
5_305_3132_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | Average laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3132_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Articulated (>33t) |  | Average laden | miles | kg CO2e of N2O per unit | 0.02314
5_305_3133_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 0% Laden | km | kg CO2e | 0.75475
5_305_3133_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 0% Laden | km | kg CO2e of CO2 per unit | 0.74032
5_305_3133_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 0% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_305_3133_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 0% Laden | km | kg CO2e of N2O per unit | 0.01428
5_305_3134_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 50% Laden | km | kg CO2e | 0.99926
5_305_3134_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 50% Laden | km | kg CO2e of CO2 per unit | 0.98483
5_305_3134_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 50% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_305_3134_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 50% Laden | km | kg CO2e of N2O per unit | 0.01428
5_305_3135_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 100% Laden | km | kg CO2e | 1.24377
5_305_3135_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 100% Laden | km | kg CO2e of CO2 per unit | 1.22934
5_305_3135_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 100% Laden | km | kg CO2e of CH4 per unit | 0.00015
5_305_3135_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 100% Laden | km | kg CO2e of N2O per unit | 0.01428
5_305_3136_4_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | Average laden | km | kg CO2e | 1.07995
5_305_3136_4_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | Average laden | km | kg CO2e of CO2 per unit | 1.06552
5_305_3136_4_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | Average laden | km | kg CO2e of CH4 per unit | 0.00015
5_305_3136_4_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | Average laden | km | kg CO2e of N2O per unit | 0.01428
5_305_3133_9_1 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 0% Laden | miles | kg CO2e | 1.21464
5_305_3133_9_2 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 0% Laden | miles | kg CO2e of CO2 per unit | 1.19143
5_305_3133_9_3 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 0% Laden | miles | kg CO2e of CH4 per unit | 0.00022
5_305_3133_9_4 | Scope 1 | Delivery vehicles | HGV (refrigerated, all diesel) | Average refrigerated artics |  | 0% Laden | miles | kg CO2e of N2O per unit | 0.02299
